"instance_name","num_clients","num_vehicles","maximum_travel_time","capacity","best_known_value","replication","best_solution_value","number_of_iterations","number_of_stop","total_time_seconds","time_to_best_ms"
"Christofides_1.vrp",50,0,9999999,160,524.611,1,550.696,10000,50,6,4133
"Christofides_1.vrp",50,0,9999999,160,524.611,10,550.696,10000,50,5,4459
"Christofides_1.vrp",50,0,9999999,160,524.611,2,550.696,10000,50,7,4210
"Christofides_1.vrp",50,0,9999999,160,524.611,3,550.696,10000,50,7,44
"Christofides_1.vrp",50,0,9999999,160,524.611,4,550.696,10000,50,7,2955
"Christofides_1.vrp",50,0,9999999,160,524.611,5,550.696,10000,50,5,55
"Christofides_1.vrp",50,0,9999999,160,524.611,6,550.696,10000,50,6,4888
"Christofides_1.vrp",50,0,9999999,160,524.611,7,552.188,10000,50,7,1675
"Christofides_1.vrp",50,0,9999999,160,524.611,8,550.696,10000,50,7,4352
"Christofides_1.vrp",50,0,9999999,160,524.611,9,550.696,10000,50,7,5870
"Christofides_10.vrp",199,0,200,200,1395.85,1,1485.52,10000,201,25,21114
"Christofides_10.vrp",199,0,200,200,1395.85,10,1475.31,10000,201,22,16946
"Christofides_10.vrp",199,0,200,200,1395.85,2,1481.09,10000,201,27,26213
"Christofides_10.vrp",199,0,200,200,1395.85,3,1478.01,10000,200,27,25229
"Christofides_10.vrp",199,0,200,200,1395.85,4,1479.1,10000,202,21,20070
"Christofides_10.vrp",199,0,200,200,1395.85,5,1469.85,10000,199,22,21930
"Christofides_10.vrp",199,0,200,200,1395.85,6,1472.07,10000,201,28,28065
"Christofides_10.vrp",199,0,200,200,1395.85,7,1464,10000,202,28,27431
"Christofides_10.vrp",199,0,200,200,1395.85,8,1454.82,10000,202,28,27292
"Christofides_10.vrp",199,0,200,200,1395.85,9,1477.52,10000,199,22,22047
"Christofides_11.vrp",120,0,9999999,200,1042.11,1,1114.16,10000,124,16,11670
"Christofides_11.vrp",120,0,9999999,200,1042.11,10,1108.52,10000,121,13,10713
"Christofides_11.vrp",120,0,9999999,200,1042.11,2,1116.06,10000,123,15,14915
"Christofides_11.vrp",120,0,9999999,200,1042.11,3,1114.35,10000,121,16,5211
"Christofides_11.vrp",120,0,9999999,200,1042.11,4,1106.79,10000,120,13,13112
"Christofides_11.vrp",120,0,9999999,200,1042.11,5,1105.87,10000,122,13,12860
"Christofides_11.vrp",120,0,9999999,200,1042.11,6,1108.46,10000,120,16,16330
"Christofides_11.vrp",120,0,9999999,200,1042.11,7,1106.18,10000,120,16,16260
"Christofides_11.vrp",120,0,9999999,200,1042.11,8,1110.86,10000,121,16,15534
"Christofides_11.vrp",120,0,9999999,200,1042.11,9,1105.57,10000,121,13,12635
"Christofides_12.vrp",100,0,9999999,200,819.558,1,906.735,10000,101,17,12722
"Christofides_12.vrp",100,0,9999999,200,819.558,10,914.819,10000,100,14,9917
"Christofides_12.vrp",100,0,9999999,200,819.558,2,913.682,10000,100,18,16017
"Christofides_12.vrp",100,0,9999999,200,819.558,3,906.684,10000,101,16,11494
"Christofides_12.vrp",100,0,9999999,200,819.558,4,914.594,10000,100,14,13257
"Christofides_12.vrp",100,0,9999999,200,819.558,5,906.233,10000,102,13,13206
"Christofides_12.vrp",100,0,9999999,200,819.558,6,908.048,10000,102,16,11515
"Christofides_12.vrp",100,0,9999999,200,819.558,7,906.605,10000,101,17,12614
"Christofides_12.vrp",100,0,9999999,200,819.558,8,910.034,10000,100,16,16230
"Christofides_12.vrp",100,0,9999999,200,819.558,9,911.353,10000,100,13,10676
"Christofides_13.vrp",120,0,720,200,1541.14,1,1567.91,10000,120,12,12682
"Christofides_13.vrp",120,0,720,200,1541.14,10,1575.5,10000,120,10,10741
"Christofides_13.vrp",120,0,720,200,1541.14,2,1624.02,10000,120,13,12490
"Christofides_13.vrp",120,0,720,200,1541.14,3,1606.79,10000,120,13,9663
"Christofides_13.vrp",120,0,720,200,1541.14,4,1597.16,10000,120,10,10206
"Christofides_13.vrp",120,0,720,200,1541.14,5,1619.11,10000,120,10,10605
"Christofides_13.vrp",120,0,720,200,1541.14,6,1546.24,10000,120,13,11428
"Christofides_13.vrp",120,0,720,200,1541.14,7,1566.88,10000,120,12,11367
"Christofides_13.vrp",120,0,720,200,1541.14,8,1546.61,10000,120,11,7738
"Christofides_13.vrp",120,0,720,200,1541.14,9,1546.79,10000,120,10,9645
"Christofides_14.vrp",100,0,1040,200,866.365,1,912.905,10000,100,10,8443
"Christofides_14.vrp",100,0,1040,200,866.365,10,912.101,10000,100,7,7628
"Christofides_14.vrp",100,0,1040,200,866.365,2,913.22,10000,100,9,9178
"Christofides_14.vrp",100,0,1040,200,866.365,3,912.08,10000,101,9,8887
"Christofides_14.vrp",100,0,1040,200,866.365,4,911.721,10000,101,7,7541
"Christofides_14.vrp",100,0,1040,200,866.365,5,911.564,10000,100,7,7274
"Christofides_14.vrp",100,0,1040,200,866.365,6,912.256,10000,101,9,9143
"Christofides_14.vrp",100,0,1040,200,866.365,7,913.669,10000,102,9,9323
"Christofides_14.vrp",100,0,1040,200,866.365,8,913.867,10000,101,9,8879
"Christofides_14.vrp",100,0,1040,200,866.365,9,913.277,10000,101,8,7671
"Christofides_2.vrp",75,0,9999999,140,835.262,1,894.293,10000,75,9,8529
"Christofides_2.vrp",75,0,9999999,140,835.262,10,871.76,10000,76,8,6761
"Christofides_2.vrp",75,0,9999999,140,835.262,2,894.964,10000,76,10,9178
"Christofides_2.vrp",75,0,9999999,140,835.262,3,883.429,10000,76,10,9627
"Christofides_2.vrp",75,0,9999999,140,835.262,4,874.78,10000,76,9,9132
"Christofides_2.vrp",75,0,9999999,140,835.262,5,874.055,10000,75,8,8066
"Christofides_2.vrp",75,0,9999999,140,835.262,6,881.332,10000,75,10,9048
"Christofides_2.vrp",75,0,9999999,140,835.262,7,878.78,10000,75,9,5000
"Christofides_2.vrp",75,0,9999999,140,835.262,8,887.588,10000,79,10,10056
"Christofides_2.vrp",75,0,9999999,140,835.262,9,880.655,10000,76,9,7079
