"instance_name","num_clients","num_vehicles","maximum_travel_time","capacity","best_known_value","replication","best_solution_value","number_of_iterations","number_of_stop","total_time_seconds","time_to_best_ms"
"Christofides_1.vrp",50,5,9999999,160,524.611,1,524.611,1000,50,0,518
"Christofides_1.vrp",50,5,9999999,160,524.611,10,524.611,1000,50,0,155
"Christofides_1.vrp",50,5,9999999,160,524.611,2,524.611,1000,50,0,488
"Christofides_1.vrp",50,5,9999999,160,524.611,3,524.611,1000,50,0,67
"Christofides_1.vrp",50,5,9999999,160,524.611,4,524.611,1000,50,0,53
"Christofides_1.vrp",50,5,9999999,160,524.611,5,524.611,1000,50,0,72
"Christofides_1.vrp",50,5,9999999,160,524.611,6,524.611,1000,50,0,393
"Christofides_1.vrp",50,5,9999999,160,524.611,7,524.611,1000,50,0,317
"Christofides_1.vrp",50,5,9999999,160,524.611,8,524.611,1000,50,0,179
"Christofides_1.vrp",50,5,9999999,160,524.611,9,524.611,1000,50,0,29
"Christofides_10.vrp",199,20,200,200,1395.85,1,1456.15,1000,199,2,2356
"Christofides_10.vrp",199,20,200,200,1395.85,10,1462.14,1000,201,2,2162
"Christofides_10.vrp",199,20,200,200,1395.85,2,1461.06,1000,200,2,2184
"Christofides_10.vrp",199,20,200,200,1395.85,3,1485.49,1000,200,2,1924
"Christofides_10.vrp",199,20,200,200,1395.85,4,1434.87,1000,199,2,2082
"Christofides_10.vrp",199,20,200,200,1395.85,5,1449.36,1000,199,2,2205
"Christofides_10.vrp",199,20,200,200,1395.85,6,1473.76,1000,200,2,1577
"Christofides_10.vrp",199,20,200,200,1395.85,7,1459.21,1000,199,2,2155
"Christofides_10.vrp",199,20,200,200,1395.85,8,1492.77,1000,199,2,1997
"Christofides_10.vrp",199,20,200,200,1395.85,9,1458.3,1000,200,2,2136
"Christofides_11.vrp",120,7,9999999,200,1042.11,1,1044.52,1000,120,1,1520
"Christofides_11.vrp",120,7,9999999,200,1042.11,10,1044.49,1000,122,1,1372
"Christofides_11.vrp",120,7,9999999,200,1042.11,2,1050.61,1000,120,1,1447
"Christofides_11.vrp",120,7,9999999,200,1042.11,3,1046.51,1000,120,1,1288
"Christofides_11.vrp",120,7,9999999,200,1042.11,4,1045.33,1000,120,1,1212
"Christofides_11.vrp",120,7,9999999,200,1042.11,5,1046.1,1000,121,1,1274
"Christofides_11.vrp",120,7,9999999,200,1042.11,6,1051.36,1000,122,1,782
"Christofides_11.vrp",120,7,9999999,200,1042.11,7,1050.98,1000,122,1,1362
"Christofides_11.vrp",120,7,9999999,200,1042.11,8,1054.85,1000,120,1,1470
"Christofides_11.vrp",120,7,9999999,200,1042.11,9,1050.24,1000,120,1,1458
"Christofides_12.vrp",100,12,9999999,200,819.558,1,819.558,1000,100,0,506
"Christofides_12.vrp",100,12,9999999,200,819.558,10,819.557,1000,100,0,551
"Christofides_12.vrp",100,12,9999999,200,819.558,2,819.811,1000,100,0,82
"Christofides_12.vrp",100,12,9999999,200,819.558,3,819.558,1000,100,0,577
"Christofides_12.vrp",100,12,9999999,200,819.558,4,820.921,1000,100,0,137
"Christofides_12.vrp",100,12,9999999,200,819.558,5,819.557,1000,100,0,598
"Christofides_12.vrp",100,12,9999999,200,819.558,6,819.557,1000,100,0,538
