"instance_name","num_clients","num_vehicles","maximum_travel_time","capacity","best_known_value","replication","best_solution_value","number_of_iterations","number_of_stop","total_time_seconds","time_to_best_ms"
"Christofides_1.vrp",50,0,9999999,160,524.611,1,547.961,10000,50,4,3073
"Christofides_1.vrp",50,0,9999999,160,524.611,10,547.961,10000,50,5,1980
"Christofides_1.vrp",50,0,9999999,160,524.611,2,547.961,10000,50,5,3082
"Christofides_1.vrp",50,0,9999999,160,524.611,3,547.961,10000,50,5,2583
"Christofides_1.vrp",50,0,9999999,160,524.611,4,547.961,10000,50,5,4328
"Christofides_1.vrp",50,0,9999999,160,524.611,5,547.961,10000,50,5,262
"Christofides_1.vrp",50,0,9999999,160,524.611,6,547.961,10000,50,4,3484
"Christofides_1.vrp",50,0,9999999,160,524.611,7,547.961,10000,50,5,1661
"Christofides_1.vrp",50,0,9999999,160,524.611,8,547.961,10000,50,5,5210
"Christofides_1.vrp",50,0,9999999,160,524.611,9,547.961,10000,50,5,3358
"Christofides_10.vrp",199,0,200,200,1395.85,1,1477.38,10000,199,16,16208
"Christofides_10.vrp",199,0,200,200,1395.85,10,1475.08,10000,199,16,16087
"Christofides_10.vrp",199,0,200,200,1395.85,2,1488.03,10000,199,16,14786
"Christofides_10.vrp",199,0,200,200,1395.85,3,1493.18,10000,199,16,16254
"Christofides_10.vrp",199,0,200,200,1395.85,4,1480.53,10000,199,16,16121
"Christofides_10.vrp",199,0,200,200,1395.85,5,1485.28,10000,199,15,15713
"Christofides_10.vrp",199,0,200,200,1395.85,6,1486.62,10000,199,16,10988
"Christofides_10.vrp",199,0,200,200,1395.85,7,1493.13,10000,199,17,14290
"Christofides_10.vrp",199,0,200,200,1395.85,8,1480.16,10000,199,16,16641
"Christofides_10.vrp",199,0,200,200,1395.85,9,1484.56,10000,199,15,6862
"Christofides_11.vrp",120,0,9999999,200,1042.11,1,1225.08,10000,120,9,7910
"Christofides_11.vrp",120,0,9999999,200,1042.11,10,1232.1,10000,120,15,14849
"Christofides_11.vrp",120,0,9999999,200,1042.11,2,1250.46,10000,120,10,10401
"Christofides_11.vrp",120,0,9999999,200,1042.11,3,1246.28,10000,120,12,12049
"Christofides_11.vrp",120,0,9999999,200,1042.11,4,1237.67,10000,120,12,11872
"Christofides_11.vrp",120,0,9999999,200,1042.11,5,1203.57,10000,120,9,8521
"Christofides_11.vrp",120,0,9999999,200,1042.11,6,1229.54,10000,120,14,14583
"Christofides_11.vrp",120,0,9999999,200,1042.11,7,1212.71,10000,120,13,12716
"Christofides_11.vrp",120,0,9999999,200,1042.11,8,1234.68,10000,120,13,9671
"Christofides_11.vrp",120,0,9999999,200,1042.11,9,1240.14,10000,120,11,11898
"Christofides_12.vrp",100,0,9999999,200,819.558,1,967.383,10000,100,13,3811
"Christofides_12.vrp",100,0,9999999,200,819.558,10,963.571,10000,100,13,13361
"Christofides_12.vrp",100,0,9999999,200,819.558,2,967.756,10000,100,13,5821
"Christofides_12.vrp",100,0,9999999,200,819.558,3,967.711,10000,100,13,8692
"Christofides_12.vrp",100,0,9999999,200,819.558,4,962.806,10000,100,13,12417
"Christofides_12.vrp",100,0,9999999,200,819.558,5,964.777,10000,100,13,9690
"Christofides_12.vrp",100,0,9999999,200,819.558,6,964.472,10000,100,13,10266
"Christofides_12.vrp",100,0,9999999,200,819.558,7,963.003,10000,100,14,9211
"Christofides_12.vrp",100,0,9999999,200,819.558,8,965.32,10000,100,14,11940
"Christofides_12.vrp",100,0,9999999,200,819.558,9,966.381,10000,100,14,7821
"Christofides_13.vrp",120,0,720,200,1541.14,1,1543.83,10000,120,8,5410
"Christofides_13.vrp",120,0,720,200,1541.14,10,1549.64,10000,120,8,6863
"Christofides_13.vrp",120,0,720,200,1541.14,2,1544.83,10000,120,8,7894
"Christofides_13.vrp",120,0,720,200,1541.14,3,1546.63,10000,120,8,8281
"Christofides_13.vrp",120,0,720,200,1541.14,4,1549.15,10000,120,8,7291
"Christofides_13.vrp",120,0,720,200,1541.14,5,1552.43,10000,120,8,5603
"Christofides_13.vrp",120,0,720,200,1541.14,6,1545.03,10000,120,7,6731
"Christofides_13.vrp",120,0,720,200,1541.14,7,1549.5,10000,120,8,5032
"Christofides_13.vrp",120,0,720,200,1541.14,8,1552.81,10000,120,8,6914
"Christofides_13.vrp",120,0,720,200,1541.14,9,1545.05,10000,120,7,7026
"Christofides_14.vrp",100,0,1040,200,866.365,1,967.439,10000,100,14,5852
"Christofides_14.vrp",100,0,1040,200,866.365,10,968.102,10000,100,11,5815
"Christofides_14.vrp",100,0,1040,200,866.365,2,968.848,10000,100,14,9291
"Christofides_14.vrp",100,0,1040,200,866.365,3,968.102,10000,100,13,11487
"Christofides_14.vrp",100,0,1040,200,866.365,4,968.662,10000,100,14,12246
"Christofides_14.vrp",100,0,1040,200,866.365,5,966.831,10000,100,14,10907
"Christofides_14.vrp",100,0,1040,200,866.365,6,977.757,10000,100,13,13478
"Christofides_14.vrp",100,0,1040,200,866.365,7,966.917,10000,100,13,10094
"Christofides_14.vrp",100,0,1040,200,866.365,8,970.894,10000,100,14,12725
"Christofides_14.vrp",100,0,1040,200,866.365,9,971.391,10000,100,14,9842
"Christofides_2.vrp",75,0,9999999,140,835.262,1,880.352,10000,75,5,5435
"Christofides_2.vrp",75,0,9999999,140,835.262,10,884.001,10000,75,7,5184
"Christofides_2.vrp",75,0,9999999,140,835.262,2,893.79,10000,75,7,5639
"Christofides_2.vrp",75,0,9999999,140,835.262,3,882.969,10000,75,7,3693
"Christofides_2.vrp",75,0,9999999,140,835.262,4,894.939,10000,75,7,6216
"Christofides_2.vrp",75,0,9999999,140,835.262,5,890.209,10000,75,7,5609
"Christofides_2.vrp",75,0,9999999,140,835.262,6,884.582,10000,75,5,5639
"Christofides_2.vrp",75,0,9999999,140,835.262,7,887.952,10000,75,7,7185
"Christofides_2.vrp",75,0,9999999,140,835.262,8,884.875,10000,75,7,6482
"Christofides_2.vrp",75,0,9999999,140,835.262,9,890.025,10000,75,7,6266
"Christofides_3.vrp",100,0,9999999,200,826.137,1,869.057,10000,100,7,6966
"Christofides_3.vrp",100,0,9999999,200,826.137,10,867.651,10000,100,11,11092
"Christofides_3.vrp",100,0,9999999,200,826.137,2,867.651,10000,100,10,6141
"Christofides_3.vrp",100,0,9999999,200,826.137,3,874.317,10000,100,11,1267
"Christofides_3.vrp",100,0,9999999,200,826.137,4,880.497,10000,100,11,6577
"Christofides_3.vrp",100,0,9999999,200,826.137,5,872.316,10000,100,9,6878
"Christofides_3.vrp",100,0,9999999,200,826.137,6,873.741,10000,100,7,6698
"Christofides_3.vrp",100,0,9999999,200,826.137,7,871.082,10000,100,10,10570
"Christofides_3.vrp",100,0,9999999,200,826.137,8,865.772,10000,100,10,9527
"Christofides_3.vrp",100,0,9999999,200,826.137,9,873.039,10000,100,9,5417
"Christofides_4.vrp",150,0,9999999,200,1028.42,1,1120.06,10000,150,14,14171
"Christofides_4.vrp",150,0,9999999,200,1028.42,10,1101.28,10000,150,16,16607
"Christofides_4.vrp",150,0,9999999,200,1028.42,2,1102.9,10000,150,16,16038
"Christofides_4.vrp",150,0,9999999,200,1028.42,3,1111.17,10000,150,17,17707
"Christofides_4.vrp",150,0,9999999,200,1028.42,4,1119.78,10000,150,18,7794
"Christofides_4.vrp",150,0,9999999,200,1028.42,5,1125.77,10000,150,18,17790
"Christofides_4.vrp",150,0,9999999,200,1028.42,6,1108.62,10000,150,15,14026
"Christofides_4.vrp",150,0,9999999,200,1028.42,7,1118.53,10000,150,16,15985
"Christofides_4.vrp",150,0,9999999,200,1028.42,8,1136.5,10000,150,16,14448
"Christofides_4.vrp",150,0,9999999,200,1028.42,9,1117.52,10000,150,14,11581
"Christofides_5.vrp",199,0,9999999,200,1291.289144,1,1420.37,10000,199,18,18596
"Christofides_5.vrp",199,0,9999999,200,1291.289144,10,1423.03,10000,199,18,17063
"Christofides_5.vrp",199,0,9999999,200,1291.289144,2,1418.65,10000,199,18,18310
"Christofides_5.vrp",199,0,9999999,200,1291.289144,3,1436.24,10000,199,21,17246
"Christofides_5.vrp",199,0,9999999,200,1291.289144,4,1420.58,10000,199,22,18585
"Christofides_5.vrp",199,0,9999999,200,1291.289144,5,1430.14,10000,199,23,23211
"Christofides_5.vrp",199,0,9999999,200,1291.289144,6,1418.6,10000,199,15,7934
"Christofides_5.vrp",199,0,9999999,200,1291.289144,7,1442.02,10000,199,20,16142
"Christofides_5.vrp",199,0,9999999,200,1291.289144,8,1412.01,10000,199,18,17697
"Christofides_5.vrp",199,0,9999999,200,1291.289144,9,1426.26,10000,199,18,18075
"Christofides_6.vrp",50,0,200,160,555.43,1,555.43,10000,50,4,123
"Christofides_6.vrp",50,0,200,160,555.43,10,555.43,10000,50,5,1052
"Christofides_6.vrp",50,0,200,160,555.43,2,555.43,10000,50,5,911
"Christofides_6.vrp",50,0,200,160,555.43,3,555.43,10000,50,5,321
"Christofides_6.vrp",50,0,200,160,555.43,4,555.43,10000,50,5,94
"Christofides_6.vrp",50,0,200,160,555.43,5,555.43,10000,50,5,817
"Christofides_6.vrp",50,0,200,160,555.43,6,555.43,10000,50,4,73
"Christofides_6.vrp",50,0,200,160,555.43,7,555.43,10000,50,5,897
"Christofides_6.vrp",50,0,200,160,555.43,8,555.43,10000,50,5,763
"Christofides_6.vrp",50,0,200,160,555.43,9,555.43,10000,50,5,1025
"Christofides_7.vrp",75,0,160,140,909.675,1,935.847,10000,75,5,5225
"Christofides_7.vrp",75,0,160,140,909.675,10,935.863,10000,75,7,6797
"Christofides_7.vrp",75,0,160,140,909.675,2,937.149,10000,75,7,7415
"Christofides_7.vrp",75,0,160,140,909.675,3,935.042,10000,75,7,2864
"Christofides_7.vrp",75,0,160,140,909.675,4,936.223,10000,75,7,594
"Christofides_7.vrp",75,0,160,140,909.675,5,938.486,10000,75,7,3223
"Christofides_7.vrp",75,0,160,140,909.675,6,932.367,10000,75,6,2425
"Christofides_7.vrp",75,0,160,140,909.675,7,934.305,10000,75,7,4194
"Christofides_7.vrp",75,0,160,140,909.675,8,934.305,10000,75,7,5717
"Christofides_7.vrp",75,0,160,140,909.675,9,934.305,10000,75,7,7277
"Christofides_8.vrp",100,0,230,200,865.945,1,895.761,10000,100,7,7330
"Christofides_8.vrp",100,0,230,200,865.945,10,897.545,10000,100,9,6160
"Christofides_8.vrp",100,0,230,200,865.945,2,901.414,10000,100,9,8305
"Christofides_8.vrp",100,0,230,200,865.945,3,897.686,10000,100,9,9165
"Christofides_8.vrp",100,0,230,200,865.945,4,875.943,10000,100,8,7395
"Christofides_8.vrp",100,0,230,200,865.945,5,875.302,10000,100,8,7643
"Christofides_8.vrp",100,0,230,200,865.945,6,894.365,10000,100,8,8348
"Christofides_8.vrp",100,0,230,200,865.945,7,899.966,10000,100,9,8857
"Christofides_8.vrp",100,0,230,200,865.945,8,875.302,10000,100,8,8362
"Christofides_8.vrp",100,0,230,200,865.945,9,904.028,10000,100,9,9292
"Christofides_9.vrp",150,0,200,200,1162.55,1,1217.35,10000,150,16,14105
"Christofides_9.vrp",150,0,200,200,1162.55,10,1205.35,10000,150,16,15740
"Christofides_9.vrp",150,0,200,200,1162.55,2,1190.56,10000,150,14,14139
"Christofides_9.vrp",150,0,200,200,1162.55,3,1202.61,10000,150,16,16456
"Christofides_9.vrp",150,0,200,200,1162.55,4,1225.63,10000,150,15,13225
"Christofides_9.vrp",150,0,200,200,1162.55,5,1217.18,10000,150,13,13035
"Christofides_9.vrp",150,0,200,200,1162.55,6,1207.54,10000,150,17,17075
"Christofides_9.vrp",150,0,200,200,1162.55,7,1215.25,10000,150,17,2757
"Christofides_9.vrp",150,0,200,200,1162.55,8,1206.39,10000,150,14,13062
"Christofides_9.vrp",150,0,200,200,1162.55,9,1190.9,10000,150,14,14050
