"instance_name","num_clients","num_vehicles","maximum_travel_time","capacity","best_known_value","replication","best_solution_value","number_of_iterations","number_of_stop","total_time_seconds","time_to_best_ms"
"Christofides_1.vrp",50,5,9999999,160,524.611,1,524.611,100000,50,182,549
"Christofides_1.vrp",50,5,9999999,160,524.611,10,524.611,100000,50,153,51
"Christofides_1.vrp",50,5,9999999,160,524.611,2,524.611,100000,50,182,37502
"Christofides_1.vrp",50,5,9999999,160,524.611,3,524.611,100000,50,182,179
"Christofides_1.vrp",50,5,9999999,160,524.611,4,524.611,100000,50,183,10523
"Christofides_1.vrp",50,5,9999999,160,524.611,5,524.611,100000,50,184,25739
"Christofides_1.vrp",50,5,9999999,160,524.611,6,524.611,100000,50,152,4658
"Christofides_1.vrp",50,5,9999999,160,524.611,7,524.611,100000,50,154,16399
"Christofides_1.vrp",50,5,9999999,160,524.611,8,524.611,100000,50,159,28846
"Christofides_1.vrp",50,5,9999999,160,524.611,9,524.611,100000,50,145,113
"Christofides_10.vrp",199,20,200,200,1395.85,1,1414.61,100000,199,975,663132
"Christofides_10.vrp",199,20,200,200,1395.85,10,1414.15,100000,199,819,776004
"Christofides_10.vrp",199,20,200,200,1395.85,2,1420.83,100000,199,975,897339
"Christofides_10.vrp",199,20,200,200,1395.85,3,1419.13,100000,199,973,902122
"Christofides_10.vrp",199,20,200,200,1395.85,4,1419.36,100000,199,982,972856
"Christofides_10.vrp",199,20,200,200,1395.85,5,1421.84,100000,199,959,529663
"Christofides_10.vrp",199,20,200,200,1395.85,6,1416.23,100000,199,846,662300
"Christofides_10.vrp",199,20,200,200,1395.85,7,1417.93,100000,199,838,836305
"Christofides_10.vrp",199,20,200,200,1395.85,8,1419.55,100000,199,835,504291
"Christofides_10.vrp",199,20,200,200,1395.85,9,1414.74,100000,199,824,818644
"Christofides_11.vrp",120,7,9999999,200,1042.11,1,1042.11,100000,120,423,328964
"Christofides_11.vrp",120,7,9999999,200,1042.11,10,1042.11,100000,120,357,257228
"Christofides_11.vrp",120,7,9999999,200,1042.11,2,1045.14,100000,120,419,333937
"Christofides_11.vrp",120,7,9999999,200,1042.11,3,1042.11,100000,120,421,373387
"Christofides_11.vrp",120,7,9999999,200,1042.11,4,1042.11,100000,120,402,293867
"Christofides_11.vrp",120,7,9999999,200,1042.11,5,1042.11,100000,120,403,251634
"Christofides_11.vrp",120,7,9999999,200,1042.11,6,1048.37,100000,120,362,341422
"Christofides_11.vrp",120,7,9999999,200,1042.11,7,1042.11,100000,120,362,305154
"Christofides_11.vrp",120,7,9999999,200,1042.11,8,1042.11,100000,120,352,193005
"Christofides_11.vrp",120,7,9999999,200,1042.11,9,1042.11,100000,120,362,281345
"Christofides_12.vrp",100,12,9999999,200,819.558,1,819.557,100000,100,297,10760
"Christofides_12.vrp",100,12,9999999,200,819.558,10,819.557,100000,100,246,194566
"Christofides_12.vrp",100,12,9999999,200,819.558,2,819.557,100000,100,288,123832
"Christofides_12.vrp",100,12,9999999,200,819.558,3,819.557,100000,100,296,617
"Christofides_12.vrp",100,12,9999999,200,819.558,4,819.557,100000,100,292,14234
"Christofides_12.vrp",100,12,9999999,200,819.558,5,819.558,100000,100,300,86675
"Christofides_12.vrp",100,12,9999999,200,819.558,6,819.558,100000,100,249,64217
"Christofides_12.vrp",100,12,9999999,200,819.558,7,819.557,100000,100,253,418
"Christofides_12.vrp",100,12,9999999,200,819.558,8,819.558,100000,100,247,65234
"Christofides_12.vrp",100,12,9999999,200,819.558,9,819.557,100000,100,242,179137
"Christofides_13.vrp",120,13,720,200,1541.14,1,1543.36,100000,120,409,406595
"Christofides_13.vrp",120,13,720,200,1541.14,10,1561.8,100000,120,407,326076
"Christofides_13.vrp",120,13,720,200,1541.14,2,1543.85,100000,120,403,355727
"Christofides_13.vrp",120,13,720,200,1541.14,3,1542.86,100000,120,424,358905
"Christofides_13.vrp",120,13,720,200,1541.14,4,1543.85,100000,120,425,183072
"Christofides_13.vrp",120,13,720,200,1541.14,5,1544.64,100000,120,419,157157
"Christofides_13.vrp",120,13,720,200,1541.14,6,1543.85,100000,120,368,330475
"Christofides_13.vrp",120,13,720,200,1541.14,7,1543.85,100000,120,364,130846
"Christofides_13.vrp",120,13,720,200,1541.14,8,1566.7,100000,120,341,330810
"Christofides_13.vrp",120,13,720,200,1541.14,9,1543.85,100000,120,362,180888
"Christofides_14.vrp",100,11,1040,200,866.365,1,866.365,100000,100,498,451383
"Christofides_14.vrp",100,11,1040,200,866.365,10,866.365,100000,100,410,221767
"Christofides_14.vrp",100,11,1040,200,866.365,2,866.365,100000,100,496,214995
"Christofides_14.vrp",100,11,1040,200,866.365,3,866.365,100000,100,499,119016
"Christofides_14.vrp",100,11,1040,200,866.365,4,866.365,100000,100,498,113519
"Christofides_14.vrp",100,11,1040,200,866.365,5,866.365,100000,100,500,60890
"Christofides_14.vrp",100,11,1040,200,866.365,6,866.365,100000,100,418,246456
"Christofides_14.vrp",100,11,1040,200,866.365,7,866.365,100000,100,426,83291
"Christofides_14.vrp",100,11,1040,200,866.365,8,866.365,100000,100,436,270020
"Christofides_14.vrp",100,11,1040,200,866.365,9,866.365,100000,100,425,343111
"Christofides_2.vrp",75,12,9999999,140,835.262,1,837.933,100000,75,356,353746
"Christofides_2.vrp",75,12,9999999,140,835.262,10,835.321,100000,75,314,279090
"Christofides_2.vrp",75,12,9999999,140,835.262,2,835.767,100000,75,358,247901
"Christofides_2.vrp",75,12,9999999,140,835.262,3,835.767,100000,75,354,350310
"Christofides_2.vrp",75,12,9999999,140,835.262,4,835.767,100000,75,358,329870
"Christofides_2.vrp",75,12,9999999,140,835.262,5,835.321,100000,75,349,294640
"Christofides_2.vrp",75,12,9999999,140,835.262,6,839.394,100000,75,301,241235
"Christofides_2.vrp",75,12,9999999,140,835.262,7,835.284,100000,75,313,145275
"Christofides_2.vrp",75,12,9999999,140,835.262,8,835.321,100000,75,298,291413
"Christofides_2.vrp",75,12,9999999,140,835.262,9,836.406,100000,75,309,301276
"Christofides_3.vrp",100,10,9999999,200,826.137,1,827.393,100000,100,403,79844
"Christofides_3.vrp",100,10,9999999,200,826.137,10,828.737,100000,100,356,280081
"Christofides_3.vrp",100,10,9999999,200,826.137,2,828.737,100000,100,412,221978
"Christofides_3.vrp",100,10,9999999,200,826.137,3,829.447,100000,100,402,140040
"Christofides_3.vrp",100,10,9999999,200,826.137,4,828.737,100000,100,402,177747
"Christofides_3.vrp",100,10,9999999,200,826.137,5,829.447,100000,100,409,203513
"Christofides_3.vrp",100,10,9999999,200,826.137,6,829.542,100000,100,349,328252
"Christofides_3.vrp",100,10,9999999,200,826.137,7,827.393,100000,100,326,46208
"Christofides_3.vrp",100,10,9999999,200,826.137,8,826.137,100000,100,346,186228
"Christofides_3.vrp",100,10,9999999,200,826.137,9,828.344,100000,100,334,271606
"Christofides_4.vrp",150,14,9999999,200,1028.42,1,1042.96,100000,150,630,402952
"Christofides_4.vrp",150,14,9999999,200,1028.42,10,1031.29,100000,150,563,404035
"Christofides_4.vrp",150,14,9999999,200,1028.42,2,1037.78,100000,150,642,591833
"Christofides_4.vrp",150,14,9999999,200,1028.42,3,1047.41,100000,150,628,385283
"Christofides_4.vrp",150,14,9999999,200,1028.42,4,1029.64,100000,150,642,530202
"Christofides_4.vrp",150,14,9999999,200,1028.42,5,1034.19,100000,150,621,543202
"Christofides_4.vrp",150,14,9999999,200,1028.42,6,1036.74,100000,150,526,523580
"Christofides_4.vrp",150,14,9999999,200,1028.42,7,1045.69,100000,150,540,522943
"Christofides_4.vrp",150,14,9999999,200,1028.42,8,1042.18,100000,150,537,522459
"Christofides_4.vrp",150,14,9999999,200,1028.42,9,1036.7,100000,150,548,538164
"Christofides_5.vrp",199,20,9999999,200,1291.289144,1,1323.98,100000,199,1067,1046662
"Christofides_5.vrp",199,20,9999999,200,1291.289144,10,1319.33,100000,199,908,905567
"Christofides_5.vrp",199,20,9999999,200,1291.289144,2,1318.51,100000,199,1067,887167
"Christofides_5.vrp",199,20,9999999,200,1291.289144,3,1324.11,100000,201,1085,1007262
"Christofides_5.vrp",199,20,9999999,200,1291.289144,4,1317.06,100000,199,1078,871851
