"instance_name","num_clients","num_vehicles","maximum_travel_time","capacity","best_known_value","replication","best_solution_value","number_of_iterations","number_of_stop","total_time_seconds","time_to_best_ms"
"Christofides_1.vrp",50,5,9999999,160,524.611,1,524.611,100000,50,57,5707
"Christofides_1.vrp",50,5,9999999,160,524.611,10,524.611,100000,50,61,222
"Christofides_1.vrp",50,5,9999999,160,524.611,2,524.611,100000,50,65,171
"Christofides_1.vrp",50,5,9999999,160,524.611,3,524.611,100000,50,65,607
"Christofides_1.vrp",50,5,9999999,160,524.611,4,524.611,100000,50,57,53
"Christofides_1.vrp",50,5,9999999,160,524.611,5,524.611,100000,50,64,594
"Christofides_1.vrp",50,5,9999999,160,524.611,6,524.611,100000,50,59,295
"Christofides_1.vrp",50,5,9999999,160,524.611,7,524.611,100000,50,59,11831
"Christofides_1.vrp",50,5,9999999,160,524.611,8,524.611,100000,50,63,8726
"Christofides_1.vrp",50,5,9999999,160,524.611,9,524.611,100000,50,65,36
"Christofides_10.vrp",199,20,200,200,1395.85,1,1425.27,100000,199,222,220414
"Christofides_10.vrp",199,20,200,200,1395.85,10,1419.57,100000,199,218,203548
"Christofides_10.vrp",199,20,200,200,1395.85,2,1417.28,100000,199,220,210686
"Christofides_10.vrp",199,20,200,200,1395.85,3,1416.55,100000,199,207,159801
"Christofides_10.vrp",199,20,200,200,1395.85,4,1414.03,100000,199,204,164882
"Christofides_10.vrp",199,20,200,200,1395.85,5,1421.78,100000,199,205,205904
"Christofides_10.vrp",199,20,200,200,1395.85,6,1424.81,100000,199,219,217872
"Christofides_10.vrp",199,20,200,200,1395.85,7,1409.41,100000,199,207,170046
"Christofides_10.vrp",199,20,200,200,1395.85,8,1417.47,100000,199,213,213082
"Christofides_10.vrp",199,20,200,200,1395.85,9,1415.67,100000,199,207,124101
"Christofides_11.vrp",120,7,9999999,200,1042.11,1,1042.8,100000,120,134,95901
"Christofides_11.vrp",120,7,9999999,200,1042.11,10,1042.11,100000,120,124,116331
"Christofides_11.vrp",120,7,9999999,200,1042.11,2,1045.14,100000,120,118,96166
"Christofides_11.vrp",120,7,9999999,200,1042.11,3,1042.11,100000,120,136,128726
"Christofides_11.vrp",120,7,9999999,200,1042.11,4,1042.11,100000,120,137,131293
"Christofides_11.vrp",120,7,9999999,200,1042.11,5,1042.11,100000,120,128,106141
"Christofides_11.vrp",120,7,9999999,200,1042.11,6,1042.11,100000,120,129,113533
"Christofides_11.vrp",120,7,9999999,200,1042.11,7,1048.26,100000,120,128,121539
"Christofides_11.vrp",120,7,9999999,200,1042.11,8,1042.11,100000,120,133,110002
"Christofides_11.vrp",120,7,9999999,200,1042.11,9,1042.11,100000,120,139,115192
"Christofides_12.vrp",100,12,9999999,200,819.558,1,819.557,100000,100,65,142
"Christofides_12.vrp",100,12,9999999,200,819.558,10,819.557,100000,100,68,36887
"Christofides_12.vrp",100,12,9999999,200,819.558,2,819.557,100000,100,61,41387
"Christofides_12.vrp",100,12,9999999,200,819.558,3,819.557,100000,100,67,54648
"Christofides_12.vrp",100,12,9999999,200,819.558,4,819.557,100000,100,69,59608
"Christofides_12.vrp",100,12,9999999,200,819.558,5,819.557,100000,100,64,580
"Christofides_12.vrp",100,12,9999999,200,819.558,6,819.558,100000,100,64,13196
